,,,MIS  ,,CO,,,
ISIN,Symbol,BSE Symbol,Var+ ELM+Adhoc margin,MIS Margin(%),MIS Multiplier,CO Margin(%),CO Upper Trigger,CO Multiplier
ISIN,Symbol,Not listed in BSE,#N/A,#N/A,#N/A,#N/A,#N/A,
INE351A01035,UNICHEMLAB,506690,23.77,20.00,5,20.00,10,
INE00U401027,UNIECOM,544227,20.48,20.00,5,20.00,10,
INE0U3I01011,UNIMECH,544322,22.59,20.00,5,20.00,10,
INE692A01016,UNIONBANK,532477,17.65,20.00,5,20.00,10,
INE244O01017,UNIPARTS,543689,19.26,20.00,5,20.00,10,
INE854D01024,UNITDSPR,532432,13.17,20.00,5,20.00,10,
INE279A01012,UNIVCABLES,504212,27.87,20.00,5,20.00,10,
INE405E01023,UNOMINDA,532539,17.13,20.00,5,20.00,10,
INE628A01036,UPL,512070,16.82,20.00,5,20.00,10,
INE0CAZ01013,URBANCO,544515,18.32,20.00,5,20.00,10,
INE550C01020,URJA,526987,20.98,20.00,5,20.00,10,
INE228A01035,USHAMART,517146,17.78,20.00,5,20.00,10,
INE094J01016,UTIAMC,543238,16.22,20.00,5,20.00,10,
INE735W01017,UTKARSHBNK,543942,21.14,20.00,5,20.00,10,
INE12UR01024,UTLSOLAR,544613,18.25,20.00,5,20.00,10,
INE786F01031,UTTAMSUGAR,532729,19.77,20.00,5,20.00,10,
INE945H01021,V2RETAIL,532867,20.58,20.00,5,20.00,10,
INE694D01016,VADILALIND,519156,20.65,20.00,5,20.00,10,
INE884A01027,VAIBHAVGBL,532156,21.05,20.00,5,20.00,10,
INE1CDF01017,VAML,544780,12.50,20.00,5,20.00,10,
INE665L01035,VARROC,541578,18.93,20.00,5,20.00,10,
INE200M01039,VBL,540180,16.08,20.00,5,20.00,10,
INE205A01025,VEDL,500295,18.17,20.00,5,20.00,10,
INE694L01019,VEDPOWER,544781,13.22,20.00,5,20.00,10,
INE484C01030,VEEDOL,590005,14.09,20.00,5,20.00,10,
INE398A01010,VENKEYS,523261,18.01,20.00,5,20.00,10,
INE781S01027,VENTIVE,544321,15.16,20.00,5,20.00,10,
INE0JA001018,VENUSPIPES,543528,21.60,20.00,5,20.00,10,
INE0IQ001011,VERANDA,543514,26.04,20.00,5,20.00,10,
INE386A01023,VESUVIUS,520113,17.22,20.00,5,20.00,10,
INE951I01027,VGUARD,532953,13.58,20.00,5,20.00,10,
INE632C01026,VIDHIING,531717,18.53,20.00,5,20.00,10,
INE14UN01029,VIDYAWIRES,544633,19.05,20.00,5,20.00,10,
INE043W01024,VIJAYA,543350,18.65,20.00,5,20.00,10,
INE078V01014,VIKRAMSOLR,544488,18.96,20.00,5,20.00,10,
INE01R501028,VIKRAN,544496,20.45,20.00,5,20.00,10,
INE579C01029,VIMTALABS,524394,26.04,20.00,5,20.00,10,
INE410B01037,VINATIORGA,524200,13.57,20.00,5,20.00,10,
INE498Q01014,VINCOFE,538920,20.55,20.00,5,20.00,10,
INE707A01012,VINDHYATEL,517015,27.53,20.00,5,20.00,10,
INE054A01027,VIPIND,507880,19.22,20.00,5,20.00,10,
INE392A01021,VISAKAIND,509055,20.72,20.00,5,20.00,10,
INE270I01022,VISHNU,516072,18.08,20.00,5,20.00,10,
INE1CLE01013,VISL,544784,15.92,20.00,5,20.00,10,
INE807F01027,VIYASH,512529,21.84,20.00,5,20.00,10,
INE665J01013,VMART,534976,19.29,20.00,5,20.00,10,
INE01EA01019,VMM,544307,15.27,20.00,5,20.00,10,
INE0I0T01010,VOEPL,543597,27.47,20.00,5,20.00,10,
INE704J01044,VOGL,544782,19.03,20.00,5,20.00,10,
INE540H01012,VOLTAMP,532757,21.74,20.00,5,20.00,10,
INE226A01021,VOLTAS,500575,16.35,20.00,5,20.00,10,
INE0S2V01010,VRAJ,544204,18.91,20.00,5,20.00,10,
INE366I01010,VRLLOG,539118,15.48,20.00,5,20.00,10,
INE050M01012,VSSL,534392,18.60,20.00,5,20.00,10,
INE710A01016,VSTIND,509966,14.88,20.00,5,20.00,10,
INE764D01017,VSTTILLERS,531266,16.34,20.00,5,20.00,10,
INE825A01020,VTL,502986,17.54,20.00,5,20.00,10,
INE377N01017,WAAREEENER,544277,19.75,20.00,5,20.00,10,
INE866K01023,WAAREEINDO,533257,21.89,20.00,5,20.00,10,
INE299N01021,WAAREERTL,534618,22.09,20.00,5,20.00,10,
INE956G01038,WABAG,533269,21.20,20.00,5,20.00,10,
INE0E7301029,WAKEFIT,544642,19.02,20.00,5,20.00,10,
INE711A01022,WALCHANNAG,507410,28.30,20.00,5,20.00,10,
INE107F01022,WANBURY,524212,25.97,20.00,5,20.00,10,
INE855C01023,WEBELSOLAR,517498,27.86,20.00,5,20.00,10,
INE02WG01024,WEL,543449,25.38,20.00,5,20.00,10,
INE191B01025,WELCORP,532144,19.20,20.00,5,20.00,10,
INE625G01013,WELENT,532553,18.32,20.00,5,20.00,10,
INE731F01037,WELSPLSOL,500365,23.04,20.00,5,20.00,10,
INE192B01031,WELSPUNLIV,514162,22.09,20.00,5,20.00,10,
INE274C01019,WENDT,505412,19.81,20.00,5,20.00,10,
INE274F01020,WESTLIFE,505533,19.64,20.00,5,20.00,10,
INE085001019,WEWORK,544570,17.01,20.00,5,20.00,10,
INE715A01015,WHEELS,590073,21.59,20.00,5,20.00,10,
INE716A01013,WHIRLPOOL,500238,17.94,20.00,5,20.00,10,
INE0H5O01029,WINDLAS,543329,18.55,20.00,5,20.00,10,
INE052A01021,WINDMACHIN,522029,22.93,20.00,5,20.00,10,
INE075A01022,WIPRO,507685,13.95,20.00,5,20.00,10,
INE049B01025,WOCKPHARMA,532300,24.45,20.00,5,20.00,10,
INE066O01014,WONDERLA,538268,15.35,20.00,5,20.00,10,
INE765D01022,WPIL,505872,22.71,20.00,5,20.00,10,
INE976A01021,WSTCSTPAPR,500444,18.21,20.00,5,20.00,10,
INE445C01015,XPROINDIA,590013,24.28,20.00,5,20.00,10,
INE616Z01012,YASHO,541167,26.70,20.00,5,20.00,10,
INE0JO301016,YATHARTH,543950,18.32,20.00,5,20.00,10,
INE0JR601024,YATRA,543992,26.91,20.00,5,20.00,10,
INE528G01035,YESBANK,532648,15.77,20.00,5,20.00,10,
INE07K301024,ZAGGLE,543985,25.85,20.00,5,20.00,10,
INE256A01028,ZEEL,505537,23.79,20.00,5,20.00,10,
INE966H01019,ZEEMEDIA,532794,23.01,20.00,5,20.00,10,
INE520A01027,ZENSARTECH,504067,20.43,20.00,5,20.00,10,
INE251B01027,ZENTEC,533339,21.46,20.00,5,20.00,10,
INE342J01019,ZFCVINDIA,533023,16.09,20.00,5,20.00,10,
INE358U01012,ZOTA,203811,21.22,20.00,5,20.00,10,
INE840M01016,ZUARI,534742,23.03,20.00,5,20.00,10,
INE010B01027,ZYDUSLIFE,532321,12.62,20.00,5,20.00,10,
INE768C01028,ZYDUSWELL,531335,18.61,20.00,5,20.00,10,
INE0XNF01022,ARDEE,544860,18.61,20.00,5,20.00,10,
INE1D0W01018,TECHNOCRAF,544864,18.61,20.00,5,20.00,10,
INE00GO01025,LEAPIND,544865,18.61,20.00,5,20.00,10,
,,Not listed in BSE,100.00,100.00,1,100.00,10,
